n,tiempo,memoria
411,0.0005528000183403492,5436
412,0.0005373000167310238,5468
413,0.0005387999990489334,5500
414,0.0005573999951593578,5532
415,0.0005599999858532101,5564
416,0.0005638999864459038,5596
417,0.0005554999806918204,5628
418,0.00060450000455603,5660
419,0.0006265999982133508,5692
420,0.0005716999876312912,5724
421,0.0005685999931301922,5756
422,0.0006291000172495842,5788
423,0.0006111999973654747,5820
424,0.0005756999889854342,5852
425,0.0005644999910145998,5884
426,0.0005660000024363399,5916
427,0.0005715000152122229,5948
428,0.0006092000112403184,5980
429,0.000599599996348843,6012
430,0.0006078000005800277,6044
431,0.00058230001013726,6076
432,0.0005813000025227666,6108
433,0.0005872999900020659,6140
434,0.0005988000193610787,6172
435,0.0005932000058237463,6204
436,0.0005972000071778893,6236
437,0.0006114999996498227,6268
438,0.000599299994064495,6300
439,0.0006056000129319727,6332
440,0.000598999991780147,6364
441,0.0006099999882280827,6396
442,0.0006486999918706715,6428
443,0.0006384000007528812,6460
444,0.0007501000072807074,6492
445,0.0006292999896686524,6524
446,0.0006203999801073223,6556
447,0.0006293000187724829,6588
448,0.0006300999957602471,6620
449,0.000624899985268712,6652
450,0.0006385999731719494,6684
451,0.0006387000030372292,6716
452,0.0006391000060830265,6748
453,0.000670600013108924,6780
454,0.0006972000119276345,6812
455,0.0006867999909445643,6844
456,0.0007245999877341092,6876
457,0.0006974000134505332,6908
458,0.0007330999942496419,6940
459,0.0007198000093922019,6972
460,0.0007181999972090125,7004
461,0.0007294999959412962,7036
462,0.0007327999919652939,7068
463,0.0007317000126931816,7100
464,0.0007239999831654131,7132
465,0.0007331999950110912,7164
466,0.0008474000205751508,7196
467,0.0012697000056505203,7228
468,0.0012413999938871711,7260
469,0.0012054000108037144,7292
470,0.0012180000194348395,7324
471,0.0012207000108901411,7356
472,0.0012378999963402748,7388
473,0.0013108999992255121,7420
474,0.0012798999960068613,7452
475,0.0010303999879397452,7484
476,0.0007341000018641353,7516
477,0.0008099999977275729,7548
478,0.0012103999906685203,7580
479,0.0012043000024277717,7612
480,0.0010649999894667417,7644
481,0.0007935999892652035,7676
482,0.0007708999910391867,7708
483,0.0007373999978881329,7740
484,0.0007337999995797873,7772
485,0.0007418000022880733,7804
486,0.0007459000044036657,7836
487,0.0007727000047452748,7868
488,0.0007504999812226743,7900
489,0.0007816000143066049,7932
490,0.0008798000053502619,7964
491,0.000920199992833659,7996
492,0.0007824999920558184,8028
493,0.0007643999997526407,8060
494,0.0007671999919693917,8092
495,0.000821099994936958,8124
496,0.0008136999967973679,8156
497,0.0014762999780941755,8188
498,0.0013241999840829521,8220
499,0.0012108000228181481,8252
